"ACAD_PLAN"	"ACAD_PLAN_EFFDT"	"ACAD_PLAN_EFF_STATUS"	"ACAD_PLAN_DESCR"	"ACAD_PLAN_TYPE"	"ACAD_PLAN_TYPE_DESCRSHORT"	"ACAD_PROG"	"CIP_CODE"	"CIP_DESCR"	"CIP_DESCR254"	"HEGIS_CODE"	"HEGIS_DESCR"	"HEGIS_DESCR60"	"ACAD_CAREER"	"STUDY_FIELD"	"STUDY_FIELD_DESCRSHORT"	"STUDY_FIELD_DESCRFORMAL"	"DEGREE"	"TRNSCR_DESCR"	"RACK_DIVSN_CD"	"RACK_DIVSN_DESCR"	"CIP_ALTERNATIVE_CD"	"CIP_ALTERNATIVE_DESCR"	"CIP_ALTERNATIVE_DESCRSHORT"	"LAST_ADM_TERM"	"LAST_ADM_TERM_DESCRSHORT"
"999022PHD"	01-JAN-01	"A"	"Soc&BusAd PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Sociology and Business Administration"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999023PHD"	01-JAN-01	"A"	"Soc&HlthSvcsOrgPlcy PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Sociology & Health Services Organization & Policy"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999024PHD"	01-JAN-01	"A"	"Soc&NatResEnv PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Sociology and Natural Resources and Environment"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999025PHD"	01-JAN-01	"A"	"Soc&Stat PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Sociology and Statistics"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999026PHD"	01-JAN-01	"A"	"SoclWkSocl Scis&AmCult PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Social Work and Social Science and American Culture"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999027PHD"	01-JAN-01	"A"	"Amer Culture & AnthropologyPhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program American Culture and Anthropology"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999028PHD"	01-JAN-01	"A"	"Anthropology & Linguistics PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Anthropology and Linguistics"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999029PHD"	01-JAN-01	"A"	"Anthropology&Nat Res & Env PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Anthropology and Natural Resources and Environment"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999030PHD"	01-JAN-01	"A"	"Anthropology&NEast Studies PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Anthropology and Near Eastern Studies"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999031PHD"	01-JAN-01	"A"	"Anthropology & Psychology PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Anthropology and Psychology"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999032PHD"	01-JAN-01	"A"	"App Physics & Environ Eng PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Applied Physics and Environmental Engineering"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"999033PHD"	01-JAN-01	"A"	"Architecture&Anthropology PhD"	"MAJ"	"Major"	"00512"	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	"49.99"	"OTHER, INTERDISCIPLINARY STDYS"	"OTHER, INTERDISCIPLINARY STUDIES"	"GRAC"	"9990"	"Ind Degree"	"Independent Interdependent Degree Program"	"PHD"	"Individualized Interdepartmental Degree Program Architecture and Anthropology"	"4"	"Humanities and the Arts"	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"ANTHBSEIOP"	01-JAN-01	"A"	"Minor -Anthropology BSE Ind Op"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UENG"	"0300"	"Anthrop"	"Anthropology"	"BSO"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHBSEMAT"	01-JAN-01	"A"	"Minor -Anthropology BSE Mat Sc"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UENG"	"0300"	"Anthrop"	"Anthropology"	"BSB"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHBSEMEC"	01-JAN-01	"A"	"Minor -Anthropology BSE Mech E"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UENG"	"0300"	"Anthrop"	"Anthropology"	"BSJ"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHBSENAV"	01-JAN-01	"A"	"Minor -Anthropology BSE NAME"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UENG"	"0300"	"Anthrop"	"Anthropology"	"BSQ"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHBSENER"	01-JAN-01	"A"	"Minor -Anthropology BSE Nuc E"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UENG"	"0300"	"Anthrop"	"Anthropology"	"BSR"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHBSENG"	01-JAN-01	"A"	"Minor -Anthropology BS Eng"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UENG"	"0300"	"Anthrop"	"Anthropology"	"BSG"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRAB"	01-JAN-01	"A"	"Minor -Anthropology BA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UKIN"	"0300"	"Anthrop"	"Anthropology"	"AB"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRABLSA"	01-JAN-01	"A"	"Minor -Anthropology BA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"ULSA"	"0300"	"Anthrop"	"Anthropology"	"AB"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRABPP"	01-JAN-01	"A"	"Minor -Anthropology BA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UPP"	"0300"	"Anthrop"	"Anthropology"	"AB"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRABRC"	27-JUN-01	"A"	"Minor -Anthropology BA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"URC"	"0300"	"Anthrop"	"Anthropology"	"AB"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	"1340"	"SS 2001"
"ANTHRARTAB"	01-JAN-01	"A"	"Minor -Anthropology BA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UART"	"0300"	"Anthrop"	"Anthropology"	"AB"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBBA"	01-JAN-01	"A"	"Minor -Anthropology BBA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UBA"	"0300"	"Anthrop"	"Anthropology"	"BBA"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBDA"	01-JAN-01	"A"	"Minor -Anthropology BDA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UMUS"	"0300"	"Anthrop"	"Anthropology"	"BDA"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBFA"	01-JAN-01	"A"	"Minor -Anthropology BFA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UART"	"0300"	"Anthrop"	"Anthropology"	"BFA"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBFAM"	01-JAN-01	"A"	"Minor -Anthropology BFA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UMUS"	"0300"	"Anthrop"	"Anthropology"	"BFA"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBMA"	01-JAN-01	"A"	"Minor -Anthropology BMusA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UMUS"	"0300"	"Anthrop"	"Anthropology"	"BMA"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBMU"	01-JAN-01	"A"	"Minor -Anthropology BMus"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UMUS"	"0300"	"Anthrop"	"Anthropology"	"BMU"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBNU"	01-JAN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UNUR"	"0300"	"Anthrop"	"Anthropology"	"BNU"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBS"	01-JAN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UKIN"	"0300"	"Anthrop"	"Anthropology"	"BS"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBSAUP"	01-JAN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UARC"	"0300"	"Anthrop"	"Anthropology"	"BS"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBSDH"	01-JAN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UDH"	"0300"	"Anthrop"	"Anthropology"	"BS"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBSINF"	01-JAN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UINF"	"0300"	"Anthrop"	"Anthropology"	"BS"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBSLSA"	01-JAN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"ULSA"	"0300"	"Anthrop"	"Anthropology"	"BS"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBSMUS"	01-JAN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UMUS"	"0300"	"Anthrop"	"Anthropology"	"BS"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBSNRE"	01-JAN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UNRE"	"0300"	"Anthrop"	"Anthropology"	"BS"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"ANTHRBSRC"	27-JUN-01	"A"	"Minor -Anthropology BS"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"URC"	"0300"	"Anthrop"	"Anthropology"	"BS"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	"1340"	"SS 2001"
"ANTHRBTA"	01-JAN-01	"A"	"Minor -Anthropology BTA"	"MIN"	"Minor"	" "	"45.0201"	"Anthropology"	"Anthropology"	"22.02"	"ANTHROPOLOGY"	"ANTHROPOLOGY"	"UMUS"	"0300"	"Anthrop"	"Anthropology"	"BTA"	"Anthropology"	"3"	"Social Sciences"	"122"	"Social Sciences"	"SocSci"	" "	" "
"APIABFAIP"	01-JAN-01	"A"	"Minor -Asian/Pacific Isle BFA"	"MIN"	"Minor"	" "	"05.0206"	"Asian-American Studies"	"Asian-American Studies"	" "	" "	" "	"UJND"	" "	" "	" "	"BFA"	"Asian/Pacific Islander American Studies"	" "	" "	"103"	"Area, Ethnic, Cultural STDS"	"ArEtCuSTDS"	" "	" "
"APIABSCLSA"	01-JAN-01	"A"	"Minor -Asian/Pacif Isl BSChem"	"MIN"	"Minor"	" "	"05.0206"	"Asian-American Studies"	"Asian-American Studies"	" "	" "	" "	"ULSA"	" "	" "	" "	"BSC"	"Asian/Pacific Islander American Studies"	" "	" "	"103"	"Area, Ethnic, Cultural STDS"	"ArEtCuSTDS"	" "	" "
"APIABSEAER"	01-JAN-01	"A"	"Minor -As/Pacific Is BSE Aero"	"MIN"	"Minor"	" "	"05.0206"	"Asian-American Studies"	"Asian-American Studies"	" "	" "	" "	"UENG"	" "	" "	" "	"BSA"	"Asian/Pacific Islander American Studies"	" "	" "	"103"	"Area, Ethnic, Cultural STDS"	"ArEtCuSTDS"	" "	" "
"APIABSEAOS"	01-JAN-01	"A"	"Minor -As/Pacific Is BSE AOSS"	"MIN"	"Minor"	" "	"05.0206"	"Asian-American Studies"	"Asian-American Studies"	" "	" "	" "	"UENG"	" "	" "	" "	"BSX"	"Asian/Pacific Islander American Studies"	" "	" "	"103"	"Area, Ethnic, Cultural STDS"	"ArEtCuSTDS"	" "	" "
"APIABSECHE"	01-JAN-01	"A"	"Minor -As/Pacific Is BSE ChemE"	"MIN"	"Minor"	" "	"05.0206"	"Asian-American Studies"	"Asian-American Studies"	" "	" "	" "	"UENG"	" "	" "	" "	"BSH"	"Asian/Pacific Islander American Studies"	" "	" "	"103"	"Area, Ethnic, Cultural STDS"	"ArEtCuSTDS"	" "	" "
"APIABSECIV"	01-JAN-01	"A"	"Minor -As/Pacific Is BSE Civ E"	"MIN"	"Minor"	" "	"05.0206"	"Asian-American Studies"	"Asian-American Studies"	" "	" "	" "	"UENG"	" "	" "	" "	"BSV"	"Asian/Pacific Islander American Studies"	" "	" "	"103"	"Area, Ethnic, Cultural STDS"	"ArEtCuSTDS"	" "	" "
"CASCBSLSA"	01-JAN-01	"A"	"Minor -Comm Action & Soc Ch BS"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	" "	" "	" "	"ULSA"	" "	" "	" "	"BS"	"Community Action and Social Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"CASCBSMUS"	01-JAN-01	"A"	"Minor -Comm Action & Soc Ch BS"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	" "	" "	" "	"UMUS"	" "	" "	" "	"BS"	"Community Action and Social Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"CASCBTA"	01-JAN-01	"A"	"Minor -Comm Action & SocCh BTA"	"MIN"	"Minor"	" "	"30.9999"	"Multi-/Interdisciplinary Studi"	"Multi-/Interdisciplinary Studies, Other"	" "	" "	" "	"UMUS"	" "	" "	" "	"BTA"	"Community Action and Social Change"	" "	" "	"124"	"Multi Interdisciplinary Study"	"IntrDiscp"	" "	" "
"CCIVAB"	01-JAN-01	"A"	"Minor -Class Civilization BA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UKIN"	"1620"	"Clas Civil"	"Classical Civilization"	"AB"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVABLSA"	01-JAN-01	"A"	"Minor -Class Civilization BA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"ULSA"	"1620"	"Clas Civil"	"Classical Civilization"	"AB"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVABPP"	01-JAN-01	"A"	"Minor -Class Civilization BA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UPP"	"1620"	"Clas Civil"	"Classical Civilization"	"AB"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVARTAB"	01-JAN-01	"A"	"Minor -Class Civilization BA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UART"	"1620"	"Clas Civil"	"Classical Civilization"	"AB"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVAUP"	01-JAN-01	"A"	"Minor -Class Civilization BS"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UARC"	"1620"	"Clas Civil"	"Classical Civilization"	"BS"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBBA"	01-JAN-01	"A"	"Minor -Class Civilization BBA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UBA"	"1620"	"Clas Civil"	"Classical Civilization"	"BBA"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBDA"	01-JAN-01	"A"	"Minor -Class Civilization BDA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UMUS"	"1620"	"Clas Civil"	"Classical Civilization"	"BDA"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBFA"	01-JAN-01	"A"	"Minor -Class Civilization BFA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UART"	"1620"	"Clas Civil"	"Classical Civilization"	"BFA"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBFAIP"	01-JAN-01	"A"	"Minor -Class Civilization BFA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UJND"	"1620"	"Clas Civil"	"Classical Civilization"	"BFA"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBFAM"	01-JAN-01	"A"	"Minor -Class Civilization BFA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UMUS"	"1620"	"Clas Civil"	"Classical Civilization"	"BFA"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBMA"	01-JAN-01	"A"	"Minor -Class Civilizat BMusA"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UMUS"	"1620"	"Clas Civil"	"Classical Civilization"	"BMA"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBMU"	01-JAN-01	"A"	"Minor -Class Civilization BMus"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UMUS"	"1620"	"Clas Civil"	"Classical Civilization"	"BMU"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBNU"	01-JAN-01	"A"	"Minor -Class Civilization BS"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UNUR"	"1620"	"Clas Civil"	"Classical Civilization"	"BNU"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
"CCIVBS"	01-JAN-01	"A"	"Minor -Class Civilization BS"	"MIN"	"Minor"	" "	"30.2201"	"Ancient Studies/Civilization"	"Ancient Studies/Civilization"	"11.99"	"OTHER, FOREIGN LANGUAGES"	"OTHER, FOREIGN LANGUAGES"	"UKIN"	"1620"	"Clas Civil"	"Classical Civilization"	"BS"	"Classical Civilization"	" "	" "	"111"	"Foreign Languages, Literature"	"FrgnLngLit"	" "	" "
