"Acad Plan"	"Dept Descrshort"	"Dept Descrformal"	"Acad Plan Effdt"	"Acad Plan Percent Owned"	"Acad Plan Descr"
"ENVGBSEMAT"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE Mat Sc"
"ENVGBSECHE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE Chem E"
"ENVGBSECE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Envir Geol BSE C & E"
"ENVGBSEMEC"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE Mech E"
"ENVGBSEELE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE Elec E"
"ENVGBSEIOP"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE Ind Op"
"ENVGBSEEP"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE E Phy"
"ENVGBSENAV"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE NAME"
"ENVGBSENER"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE Nuc E"
"ENVGBSEBE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE Bio E"
"ENVGBSECS"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BSE Comp S"
"ENVGBSENG"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Environ Geol BS Eng"
"GCHEBSECOM"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Comp E"
"GCHEBSECIV"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Civ E"
"GCHEBSEAOS"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE AOSS"
"GCHEBSEAER"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Aero"
"GCHEBSEMAT"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Mat S"
"GCHEBSECHE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Chem E"
"GCHEBSECE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE C & E"
"GCHEBSEMEC"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Mech E"
"GCHEBSEELE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Elec E"
"GCHEBSEIOP"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Ind Op"
"GCHEBSEEP"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE E Phy"
"GCHEBSENAV"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE NAME"
"GCHEBSENER"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Nuc E"
"GCHEBSEBE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Bio E"
"GCHEBSECS"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BSE Comp S"
"GCHEBSENG"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Geochemistry BS Eng"
"STATBSECOM"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Comp E"
"STATBSECIV"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Civ E"
"STATBSEAOS"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE AOSS"
"STATBSEAER"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Aero"
"STATBSEMAT"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Mat Sc"
"STATBSECHE"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Chem E"
"STATBSECE"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE C & E"
"STATBSEMEC"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Mech E"
"STATBSEELE"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Elec E"
"STATBSEIOP"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Ind Op"
"STATBSEEP"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE E Phy"
"STATBSENAV"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE NAME"
"STATBSENER"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Nuc E"
"STATBSEBE"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Bio E"
"STATBSECS"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Comp S"
"STATBSENG"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Statistics BSE Eng"
"APPSBSECOM"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Comp E"
"APPSBSECIV"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Civ E"
"APPSBSEAOS"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE AOSS"
"APPSBSEAER"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Aero"
"APPSBSEMAT"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Mat Sc & E"
"APPSBSECHE"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Chem E"
"APPSBSECE"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Civ & Env"
"APPSBSEMEC"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Mech E"
"APPSBSEELE"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Elec E"
"APPSBSEIOP"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Ind Op"
"APPSBSEEP"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE E Phy"
"APPSBSENAV"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE NAME"
"APPSBSENER"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Nuc E"
"APPSBSEBE"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Bio E"
"APPSBSECS"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BSE Comp S"
"APPSBSENG"	"Statistics"	"Statistics Department"	"1901/01/01 00:00:00"	"100"	"Minor -App Stat BS Eng"
"PALEBSECOM"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Comp E"
"PALEBSECIV"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Civ E"
"PALEBSEAOS"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE AOSS"
"PALEBSEAER"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Aero"
"PALEBSEMAT"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Mat Sc"
"PALEBSECHE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Chem E"
"PALEBSECE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE C & E"
"PALEBSEMEC"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Mech E"
"PALEBSEELE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Elec E"
"PALEBSEIOP"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Ind Op"
"PALEBSEEP"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE E Phy"
"PALEBSENAV"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE NAME"
"PALEBSENER"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Nuc E"
"PALEBSEBE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Bio E"
"PALEBSECS"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BSE Comp S"
"PALEBSENG"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Paleontology BS Eng"
"BIOLBSECOM"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Comp E"
"BIOLBSECIV"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Civ E"
"BIOLBSEAOS"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE AOSS"
"BIOLBSEAER"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Aero"
"BIOLBSEMAT"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Mat Sc & E"
"BIOLBSECHE"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Chem E"
"BIOLBSECE"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Civ & Env"
"BIOLBSEMEC"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Mech E"
"BIOLBSEELE"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Elec E"
"BIOLBSEIOP"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Ind Op"
"BIOLBSEEP"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE E Phy"
"BIOLBSENAV"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE NAME"
"BIOLBSENER"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Nuc E"
"BIOLBSEBE"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Bio E"
"BIOLBSECS"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BSE Comp S"
"BIOLBSENG"	"Biology De"	"Biology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Biology BS Eng"
"ESGBSECOM"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Comp E"
"ESGBSECIV"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Civ E"
"ESGBSEAOS"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE AOSS"
"ESGBSEAER"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Aero"
"ESGBSEMAT"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Mat S"
"ESGBSECHE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Chem E"
"ESGBSECE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE C & E"
"ESGBSEMEC"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Mech E"
"ESGBSEELE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Elec E"
"ESGBSEIOP"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Ind Op"
"ESGBSEEP"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE E Phy"
"ESGBSENAV"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE NAME"
"ESGBSENER"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Nuc E"
"ESGBSEBE"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Bio E"
"ESGBSECS"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BSE Comp S"
"ESGBSENG"	"Earth & En"	"Earth and Environmental Sciences"	"1901/01/01 00:00:00"	"100"	"Minor -Earth Sc Gen BS Eng"
"ECONBSECOM"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Comp E"
"ECONBSECIV"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Civ E"
"ECONBSEAOS"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE AOSS"
"ECONBSEAER"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Aero"
"ECONBSEMAT"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Mat Sc"
"ECONBSECHE"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Chem E"
"ECONBSECE"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE C & E"
"ECONBSEMEC"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Mech E"
"ECONBSEELE"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Elec E"
"ECONBSEIOP"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Ind Op"
"ECONBSEEP"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE E Phy"
"ECONBSENAV"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE NAME"
"ECONBSENER"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Nuc E"
"ECONBSEBE"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Bio E"
"ECONBSECS"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BSE Comp S"
"ECONBSENG"	"Economics"	"Economics Department"	"1901/01/01 00:00:00"	"100"	"Minor -Economics BS Eng"
"POLSBSECOM"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Comp E"
"POLSBSECIV"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Civ E"
"POLSBSEAOS"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE AOSS"
"POLSBSEAER"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Aero"
"POLSBSEMAT"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Mat Sc"
"POLSBSECHE"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Chem E"
"POLSBSECE"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE C & E"
"POLSBSEMEC"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Mech E"
"POLSBSEELE"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Elec E"
"POLSBSEIOP"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Ind Op"
"POLSBSEEP"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE E Phy"
"POLSBSENAV"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE NAME"
"POLSBSENER"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Nuc E"
"POLSBSEBE"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Bio E"
"POLSBSECS"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BSE Comp S"
"POLSBSENG"	"Political"	"Political Science Department"	"1901/01/01 00:00:00"	"100"	"Minor -Political Sc BS Eng"
"HISTBSECOM"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Comp E"
"HISTBSECIV"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Civ E"
"HISTBSEAOS"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE AOSS"
"HISTBSEAER"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Aero"
"HISTBSEMAT"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Mat Sc"
"HISTBSECHE"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Chem E"
"HISTBSECE"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE C & E"
"HISTBSEMEC"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Mech E"
"HISTBSEELE"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Elec E"
"HISTBSEIOP"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Ind Op"
"HISTBSEEP"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE E Phy"
"HISTBSENAV"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE NAME"
"HISTBSENER"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Nuc E"
"HISTBSEBE"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Bio E"
"HISTBSECS"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BSE Comp S"
"HISTBSENG"	"History De"	"History Department"	"1901/01/01 00:00:00"	"100"	"Minor -History BS Eng"
"ANTHBSECOM"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Comp E"
"ANTHBSECIV"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Civ E"
"ANTHBSEAOS"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE AOSS"
"ANTHBSEAER"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Aero"
"ANTHBSEMAT"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Mat Sc"
"ANTHBSECHE"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Chem E"
"ANTHBSECE"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE C & E"
"ANTHBSEMEC"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Mech E"
"ANTHBSEELE"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Elec E"
"ANTHBSEIOP"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Ind Op"
"ANTHBSEEP"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE E Phy"
"ANTHBSENAV"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE NAME"
"ANTHBSENER"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Nuc E"
"ANTHBSEBE"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Bio E"
"ANTHBSECS"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BSE Comp S"
"ANTHBSENG"	"Anthropolo"	"Anthropology Department"	"1901/01/01 00:00:00"	"100"	"Minor -Anthropology BS Eng"
"FFSBSECOM"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Comp E"
"FFSBSECIV"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Civ E"
"FFSBSEAOS"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE AOSS"
"FFSBSEAER"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Aero"
"FFSBSEMAT"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Mat Sc"
"FFSBSECHE"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Chem E"
"FFSBSECE"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE C & E"
"FFSBSEMEC"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Mech E"
"FFSBSEELE"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Elec E"
"FFSBSEIOP"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Ind Op"
"FFSBSEEP"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE E Phy"
"FFSBSENAV"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE NAME"
"FFSBSENER"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Nuc E"
"FFSBSEBE"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Bio E"
"FFSBSECS"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & FS BSE Comp S"
"FFSBSENG"	"Romance La"	"Romance Languages Department"	"1901/01/01 00:00:00"	"100"	"Minor -French & Fran St BS Eng"
"LINGBSECOM"	"Linguistic"	"Department of Linguistics"	"1901/01/01 00:00:00"	"100"	"Minor -Linguistics BSE Comp E"
